experiment,method,n_views,n_objects,sde_ref_mean,sde_ref_min,sde_ref_max,f1_ref
plane_v00_p5,ransac_svd,26,691,0.019928644508371958,3.716105956413436e-06,0.29439304990085385,0.04834761321909425
plane_v00_p5,ransac_svd,6,668,0.0284698227687851,2.4970386710073037e-06,0.2956924544708583,0.09987277353689566
plane_v00_p5,ransac_svd_sde,1,424,0.051519055518069484,6.285724246816588e-05,0.3007287947547381,0.02971311475409836
plane_v00_p5,ransac_svd_sde,14,821,0.021966301505267686,1.9531684315841217e-06,0.33922146115975294,0.08529111338100101
plane_v00_p5,ransac_svd_sde,26,691,0.019928644508371958,3.716105956413436e-06,0.29439304990085385,0.04834761321909425
plane_v00_p5,ransac_svd_sde,6,668,0.0284698227687851,2.4970386710073037e-06,0.2956924544708583,0.09987277353689566
plane_v00_p5,svd,1,424,0.051519055518069484,6.285724246816588e-05,0.3007287947547381,0.02971311475409836
plane_v00_p5,svd,14,821,0.012917045295812274,1.9531684315841217e-06,0.33922146115975294,0.09525025536261492
plane_v00_p5,svd,26,691,0.011122429860636785,3.716105956413436e-06,0.24646876150872724,0.062117503059975515
plane_v00_p5,svd,6,668,0.023791710196833314,2.4970386710073037e-06,0.2956924544708583,0.13104325699745548
plane_v00_p5,svd_sde,1,424,0.051519055518069484,6.285724246816588e-05,0.3007287947547381,0.02971311475409836
plane_v00_p5,svd_sde,14,821,0.012917045295812274,1.9531684315841217e-06,0.33922146115975294,0.09525025536261492
plane_v00_p5,svd_sde,26,691,0.011122429860636785,3.716105956413436e-06,0.24646876150872724,0.062117503059975515
